"HUC8","Site_Num","BFI","Temp_C","Precip_MM","AET_MM","Elevation_M","SOIL_A_PERCENT","SOIL_C_PERCENT","LC_OPEN_WATER_PERCENT","LC_DEVELOPED_LOW_INTENSITY_PERCENT","LC_EVERGREEN_FOREST_PERCENT","LC_HERBACEOUS_PERCENT","BFI.log","Predicted_BFI"
15060103,9497500,0.576451427352516,13.47,588.77,442.461456298828,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,0.308222880886185,0.481707647380136
15060103,9497500,0.518614587268969,14.26,613.13,511.507720947266,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,0.074492777752666,0.536935033793651
15060103,9497500,0.51639259958306,15.13,473.88,394.680084228516,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,0.0655939066975324,0.448076319044808
15060103,9497500,0.528291301006157,14.36,664.54,527.075317382812,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,0.113286206109917,0.419467597005111
15060103,9497500,0.496815323885387,14.2,652.43,490.936004638672,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,-0.0127388767266502,0.427603542740956
15060103,9497500,0.707276349002307,14.27,388.6,439.472961425781,1025.86,0.0065,0.4541,0.0062,0.0023,0.3511,0.0506,0.88219247176289,0.621725214960158
15020014,9400583,0.00068133641681223,11.61,253.87,252.445755004883,1662.04,0.6459,0.2167,0,0.0016,0.0378,0.1393,-7.29077280103312,0.00128130857301639
15040007,9468500,0.123098143402969,15.05,595.31,466.580494103065,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-1.96341312695716,0.138611002504004
15040007,9468500,0.234356237821456,15.17,361.66,466.580494103065,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-1.18387465757686,0.22064292076237
15040007,9468500,0.164401567504998,14.99,229.04,466.580494103065,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-1.62583613649855,0.308733006967167
15040007,9468500,0.112787002301207,14.61,505.46,444.596740722656,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-2.06258398157691,0.140675394627457
15040007,9468500,0.45102112720106,14.96,387.89,418.845031738281,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-0.196545774066358,0.229705579167763
15040007,9468500,0.257599324693463,15.43,358.46,455.710784912109,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-1.05848371840266,0.199660459808063
15040007,9468500,0.338709669566466,15.25,448.22,471.141265869141,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-0.669049664040705,0.175631653555812
15040007,9468500,0.137258036811306,16.24,375.57,433.801300048828,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-1.8382530119152,0.212483043649109
15040007,9468500,0.045961100991169,15.57,520.67,493.868438720703,780.47,0.156,0.2853,3e-04,0.0022,0.1226,0.091,-3.03290903714434,0.165960834737887
15050203,9472000,0.055242597487398,16.76,306.47,439.892060030424,907.01,0.2171,0.236,0,0.0013,0.0838,0.0251,-2.83919382832552,0.0873143556196402
15050203,9472000,0.127071320992883,16.63,348.21,439.892060030424,907.01,0.2171,0.236,0,0.0013,0.0838,0.0251,-1.92710534461018,0.0728260401546765
15050203,9472000,0.0689259910164114,17.34,396.48,394.999267578125,907.01,0.2171,0.236,0,0.0013,0.0838,0.0251,-2.60330543320068,0.106962462552755
15050203,9472000,0.26713617440935,16.51,386.87,435.036285400391,907.01,0.2171,0.236,0,0.0013,0.0838,0.0251,-1.00920136290715,0.0812295709158353
15050202,9471310,0.631348404903249,17.57,281.43,341.211761474609,1723.84,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.538005846110002,0.590153175566587
15050202,9470800,0.583394194490232,16.64,307.33,327.082611083984,1623.58,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.336722642036035,0.41718573366198
15050202,9470800,0.631251936492338,17.14,250.17,302.279083251953,1623.58,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.537591392159904,0.62538825547177
15050202,9470800,0.429646986950997,16.78,319.58,341.696380615234,1623.58,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.283291579331161,0.373704314255708
15060104,9496600,0.000149810035131232,10.79,491.48,496.624664306641,1626.98,0,0.588,1e-04,6e-04,0.4797,0.0646,-8.80599267767198,0.000499919212695988
15060104,9496700,0.000616135229439158,10.49,384.61,384.669128417969,1572.58,0,0.588,1e-04,6e-04,0.4797,0.0646,-7.3914277650945,0.000698674001878898
15060104,9496700,0.000216640788243918,10.79,491.48,496.624664306641,1572.58,0,0.588,1e-04,6e-04,0.4797,0.0646,-8.43705326549207,0.00150929282324316
15050202,9470750,0.675244134823552,17.14,250.17,302.279083251953,1740.64,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.732000590724578,0.74669047733503
15050202,9470750,0.526418371206323,17.93,281.15,395.693572998047,1740.64,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.105771986846656,0.564521603687561
15060104,9496500,0.276893284675604,11.48,475.48,465.097972224309,1450.74,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.959924633912843,0.350934258477874
15060104,9496500,0.51950418509523,10.87,461.04,411.669342041016,1450.74,0,0.588,1e-04,6e-04,0.4797,0.0646,0.078056348016243,0.385098731982385
15060104,9496500,0.334053556921538,10.71,650.14,594.594787597656,1450.74,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.689907921322273,0.29554166099402
15060104,9496500,0.229310066598577,10.68,545.64,493.598449707031,1450.74,0,0.588,1e-04,6e-04,0.4797,0.0646,-1.21221104073503,0.361789527660976
15060104,9496500,0.590756536075786,11.49,561.96,509.902252197266,1450.74,0,0.588,1e-04,6e-04,0.4797,0.0646,0.367093734775463,0.360845069062099
15060104,9496000,0.654904763289207,10.51,295.25,465.097972224309,1536.47,0,0.588,1e-04,6e-04,0.4797,0.0646,0.640669398131167,0.461190960194417
15060104,9496000,0.355895125841552,10.86,453.87,416.904052734375,1536.47,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.593225463799114,0.34384775367203
15050202,9471400,0.2390856051896,16.58,367.79,376.661224365234,1207.15,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.15769919263074,0.336017298622568
15050202,9471400,0.411237659967563,17.93,281.15,395.693572998047,1207.15,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.358851309354881,0.289229489715867
15050202,9471400,0.404392935235174,17.95,234.58,238.006530761719,1207.15,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.387194145083718,0.442769427453802
15050202,9471400,0.676726292617104,16.73,233.55,173.033752441406,1207.15,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.738767540986084,0.521798530387662
15040005,9466500,0.251006022417838,14.56,386.76,407.887919499324,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-1.09325401033312,0.370683273350704
15040005,9466500,0.355659352995974,15.92,203.93,407.887919499324,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.594254142082763,0.430866316116041
15040005,9466500,0.331077954947256,15.01,225.72,407.887919499324,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.703313667669928,0.445412281012125
15040005,9466500,0.314806174477692,15.42,500.14,452.175872802734,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.777744624883632,0.299363800616411
15040005,9466500,0.550724335496697,14.57,359.18,422.082977294922,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.203597733933823,0.348417214913767
15040005,9466500,0.58121116913964,14.74,392.98,434.020629882812,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.327747339635819,0.3995709190953
15040005,9466500,0.451418340188511,15.7,388.57,388.320007324219,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.194941653921129,0.377550494978377
15040005,9466500,0.430879762735961,16.35,453.01,545.165161132812,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.278262646683174,0.319907730153977
15040005,9466500,0.228787353223622,16.62,376.85,471.251098632812,770.19,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-1.21517115838449,0.372386354048869
15060101,9490500,0.390637179010072,8.19,825.85,530.152954101562,1313.69,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.444634657214159,0.438256985983057
15060101,9490500,0.521810702603242,8.9,692.78,588.276611328125,1313.69,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0872982096673634,0.45069197359827
15060101,9490500,0.448796935235212,9.94,609.94,468.486297607422,1313.69,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.205532754465706,0.449795187467728
15060101,9490500,0.531010706765601,10.98,421.47,431.673034667969,1313.69,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.124202245177866,0.509779120631366
15050202,9471550,0.208795621660352,16.02,338.27,327.197326660156,1155.6,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.3322004273605,0.212341329338975
15050202,9471550,0.174028133603959,15.96,562.88,591.612487792969,1155.6,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.55734373936409,0.176096077631416
15050202,9471550,0.216573395366507,16.63,378.64,376.33837890625,1155.6,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.28574788251336,0.227522697478655
15050202,9471550,0.117538777652922,17.48,385.22,461.305816650391,1155.6,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.01594654544203,0.140804275749637
15050202,9471000,0.194823485869857,15.72,570.7,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.41896757763847,0.200076456881291
15050202,9471000,0.184448991177364,15.2,447.81,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.48649101457153,0.25153315928111
15050202,9471000,0.341182262095929,16.51,272.32,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.658030095064034,0.248202598825275
15050202,9471000,0.327889850913955,15.66,420.93,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.717744507821848,0.238500931631854
15050202,9471000,0.275051984326325,16.24,380.61,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.969139836049036,0.261828931323657
15050202,9471000,0.213515368086083,15.79,389.4,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.30386437071902,0.242771454703805
15050202,9471000,0.301635536605802,16.43,373.9,405.875707538311,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.839521664212297,0.255466080093933
15050202,9471000,0.283157121429418,16.24,398.02,439.710296630859,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.928854736331704,0.22914557585515
15050202,9471000,0.201693800721444,15.84,423.4,419.333465576172,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.37574152287792,0.254712131725997
15050202,9471000,0.108120539665201,16.54,465.15,499.786437988281,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.1100842765449,0.237889906283401
15050202,9471000,0.393108714075375,16,504.28,562.621337890625,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-0.434263474639361,0.245091188838597
15050202,9471000,0.553197358083312,16.84,256.06,269.15966796875,1214.85,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,0.213597843928847,0.327632414778797
15060102,9494000,0.555653811628125,8.47,639.92,528.260986328125,1330.6,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.223541497211003,0.56418665010731
15060102,9494000,0.62469993060763,8.38,767.85,521.6630859375,1330.6,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.509545532379048,0.553310082192574
15060102,9494000,0.573056266777194,10.13,557.75,465.773620605469,1330.6,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.294331676478624,0.583830046558209
15060102,9494000,0.520226953212403,9.69,572.57,350.530822753906,1330.6,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.0809519919497374,0.543728549649542
15020008,9397000,0.0892106088404893,11.29,334.19,299.529247342623,1545.1,0.0668,0.3802,7e-04,0.0031,0.1577,0.2782,-2.32331172059181,0.0785294405800153
15020008,9397000,0.116849008512651,11.66,385.56,299.529247342623,1545.1,0.0668,0.3802,7e-04,0.0031,0.1577,0.2782,-2.02261360845269,0.106507334325032
15020008,9397000,0.0600869828743002,10.77,308.41,264.602508544922,1545.1,0.0668,0.3802,7e-04,0.0031,0.1577,0.2782,-2.74999410903766,0.0660918681648518
15050202,9470500,0.0722882932033067,16.24,398.02,439.710296630859,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.55205882742038,0.0962686289819963
15050202,9470500,0.16119393917901,16.42,380.09,339.842254638672,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.64937129336641,0.13505829080399
15050202,9470500,0.0961694288244574,16.84,256.06,269.15966796875,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.24053040208172,0.0861874480606763
15050202,9470500,0.124790365233338,16.84,389.89,391.562530517578,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-1.94782818895358,0.070336145494142
15050202,9470500,0.0859226689471683,16.58,367.79,376.661224365234,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.36446748171049,0.101917776893939
15050202,9470500,0.0249932630987377,17.57,281.43,341.211761474609,1285.37,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-3.66383806811378,0.0573099694185446
15020002,9394500,0.174064416983411,11.15,321.8,292.527169095553,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.55709134056602,0.171103641272373
15020002,9394500,0.0632968034856305,10.95,292.07,292.527169095553,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-2.69453164271888,0.140555612216198
15020002,9394500,0.0599151708336928,10.49,340,270.035369873047,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-2.75304037258834,0.142386463484318
15020002,9394500,0.161436302180238,11.24,347.19,305.850311279297,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.64757989365355,0.189960374369957
15020002,9394500,0.171583418131336,10.86,416.48,354.12158203125,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.57444659461408,0.207308342301744
15020002,9394500,0.226503365851468,11.76,391.15,318.615112304688,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.22816151346327,0.124502069732624
15020002,9394500,0.189048998317652,11.9,258.74,231.625259399414,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.4562014033111,0.213405629546007
15020002,9394500,0.140563969536832,11.37,304.27,289.6220703125,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.81061371124846,0.0981963532988302
15020002,9394500,0.0748279782089343,11.48,345.8,331.610504150391,1573.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-2.51478783445488,0.157377432826477
15020005,9394000,0.221284065903299,9.59,589.78,385.685577392578,1586.15,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.2581990825865,0.134928597294384
15020005,9392500,0.15683791555514,10.26,417.28,385.685577392578,1930.44,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.68194632343776,0.276882101555431
15020005,9392500,0.288739883426406,10.04,386.38,385.685577392578,1930.44,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.901511983523414,0.29034617937891
15060104,9495000,0.0614478484227183,10.44,584.54,421.736480712891,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,-2.7261496016217,0.305956113159674
15060104,9495000,0.459337929451239,10.02,423.3,521.362243652344,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.163008276218881,0.260219537746973
15060104,9495000,0.317372859190812,10.79,491.48,496.624664306641,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.76587150196944,0.425695289875059
15060104,9495000,0.568968620771229,11.01,559.7,447.188018798828,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,0.277644391487402,0.365729876947019
15060104,9495000,0.453725090461711,10.27,450.64,417.942413330078,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,-0.185630859337451,0.187558046361557
15060104,9495000,0.626244940902346,10,424.66,470.883544921875,2023.88,0,0.588,1e-04,6e-04,0.4797,0.0646,0.516140913306477,0.171798948561861
15020005,9390000,0.266737124388457,9.67,518.23,385.685577392578,1806.98,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.0112406467934,0.288933724228033
15050202,9470700,0.0939378251054276,16.84,354.7,393.384857177734,1487.52,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.2664748010231,0.183088553559082
15050202,9470700,0.113432635775997,16.58,467.22,534.419494628906,1487.52,0.1752,0.5703,1e-04,0.0061,0.0593,0.1751,-2.05614796827142,0.136191517763604
15020005,9392000,0.286059718439242,9.76,302.53,307.072875976562,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.914598724816393,0.375089017637394
15020005,9392000,0.260295231366005,9.86,357.25,346.140411376953,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.04443465321565,0.381447494366203
15020005,9392000,0.666661834484111,10.26,344.64,342.389038085938,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,0.69312543581725,0.450526185282358
15020005,9392000,0.528450047498996,9.95,356.65,284.653411865234,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,0.113923243078579,0.448331018361344
15020005,9392000,0.350174674294693,9.74,378.3,347.74462890625,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.618271497688101,0.432900397882462
15020005,9392000,0.423020331233882,10.49,428.63,387.074432373047,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.310386787506123,0.438511224449512
15020005,9392000,0.414250201808791,11.13,470.13,413.897766113281,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.34642258938404,0.485241694769434
15020005,9392000,0.565504633030795,11.86,350.05,336.753112792969,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,0.263533206579967,0.386736303922178
15020005,9390500,0.470541735574993,9.73,401.35,359.960113525391,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.117969681387457,0.435060808997663
15020005,9390500,0.419598904078478,9.95,356.65,284.653411865234,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.324420144531574,0.404571430189999
15020005,9390500,0.302745190205264,10.25,514.73,457.363555908203,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.834259429430473,0.364004269297809
15020005,9390500,0.410913503374456,11.85,327.45,339.705200195312,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.360190287952835,0.333801327177438
15020005,9390500,0.391318311880251,10.84,347.7,379.206939697266,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.441774125790295,0.424108462959069
15020005,9390500,0.52286688983662,11.58,292.27,332.53271484375,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,0.0915314100248873,0.458342562839911
15020005,9390500,0.344849313211057,11.54,372.64,359.473205566406,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.641757717025881,0.432802726552364
15020005,9390500,0.239613276511223,11.86,257.25,267.36181640625,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.15480087470273,0.385339506726218
15060101,9489700,0.518775648856554,8.9,567.73,461.614379882812,1798.52,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0751379260451267,0.529257252837961
15060101,9489700,0.44843487225694,8.4,582.57,450.568572998047,1798.52,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.206996465135012,0.509952096719849
15060101,9489700,0.563970393293186,8.03,586.78,456.609252929688,1798.52,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.257291609624742,0.511762005853066
15060102,9492400,0.614501845131211,7.8,651.64,555.397155761719,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.466275524996769,0.575763917723616
15060102,9492400,0.583763638209333,8.16,1032.02,538.359313964844,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.338242895518673,0.543294553318196
15060102,9492400,0.644245759705225,9.08,803.36,589.01806640625,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.593840111547577,0.589110962706266
15060102,9492400,0.641499185009704,9.09,459.55,376.166076660156,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.581876980238902,0.633433252112384
15060102,9492400,0.619056828154633,9.42,672.36,431.156768798828,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.485546866118948,0.600041295306122
15060102,9492400,0.567611469832226,8.96,673.44,546.896850585938,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.272112593242252,0.59935734702971
15060102,9492400,0.591902065145902,10.13,621.98,448.257568359375,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.371834008694949,0.601664315658445
15060102,9492400,0.604319283371125,9.08,644.92,497.188049316406,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.423495058216174,0.622656687936146
15060102,9492400,0.589343579358194,9.65,644.81,486.211181640625,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.361252434788895,0.598838863959039
15060101,9489500,0.451918732538203,9.17,715.46,591.183410644531,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.1929212058432,0.484776240889899
15060101,9489500,0.542749456618684,8.48,588.57,490.027587890625,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.171416331956346,0.524091097190848
15060101,9489500,0.457694228637037,8.19,825.85,530.152954101562,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.169628658079489,0.495388609726486
15060101,9489500,0.506772388385164,8.73,560.7,440.654479980469,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0270912103483622,0.527888991410155
15060101,9489500,0.517231135050423,8.6,817.25,589.557434082031,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0689518456940873,0.51073762690841
15060101,9489500,0.551411588958439,9.99,592.49,403.518920898438,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.206375727563489,0.513319830693084
15060101,9489500,0.465522131996173,9.89,576.49,494.297698974609,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.138130682538194,0.471693266649691
15060101,9489500,0.520244211584774,9.45,717.32,555.155029296875,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0810211386957331,0.481911504483245
15060101,9489500,0.567829687456713,10.98,421.47,431.673034667969,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.273001775181927,0.533888907995582
15060101,9489500,0.429773257379588,10.05,625.59,549.423767089844,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.282776314608341,0.475399341147989
15040005,9460200,0.00117099635059897,15.05,341.88,435.059020996094,902.67,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-6.7487286283514,0.025916927446844
15060101,9489499,0.586331333425531,8.9,692.78,588.276611328125,1749.5,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.348819714079314,0.502254486172094
15060101,9489499,0.516257581131843,8.29,648.84,524.791809082031,1749.5,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0650532565377497,0.486287349989683
15040005,9445000,0.661008956214254,14.95,294.02,295.323760986328,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.667793701731581,0.42119075722002
15040005,9445000,0.442299290012266,14.95,457.23,500.845031738281,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.231835676803176,0.61288630341137
15040005,9445000,0.69056943859473,15.48,482.84,491.146606445312,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.80278282094697,0.615604128709999
15040005,9445000,0.819109469596049,14.83,446.6,457.913391113281,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.51032569353166,0.59354347012183
15040005,9458500,0.287892770641848,15.34,333.64,380.262542724609,878.89,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.905640416457744,0.24292692917949
14080204,9379200,0.149586847484038,10.86,207.18,238.632125854492,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-1.73784514939016,0.134451516501733
14080204,9379200,0.112174386560068,9.8,216.44,270.250061035156,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-2.06872065919598,0.166291789062962
14080204,9379200,0.279376658690636,10.77,335.94,252.325576782227,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-0.947555686783819,0.0958520117114625
14080204,9379200,0.086117843397257,10.87,272.06,269.624664306641,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-2.3619850012863,0.122623163782583
14080204,9379200,0.0928188949484543,11.54,117.15,127.034309387207,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-2.27969187656661,0.102777399740101
14080204,9379200,0.0513992376166559,11.86,177.55,186.962615966797,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-2.91536467714599,0.0839129815971716
14080204,9379200,0.0411622558103359,11.65,155.2,196.020431518555,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-3.14820015250551,0.105626155548977
15020002,9388000,0.0548704541040138,11.2,343.74,303.507354736328,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-2.84634697666789,0.170638336308087
15020002,9386500,0.392090789188616,10.86,199.47,292.527169095553,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.43853212844565,0.277453982100682
15020002,9386500,0.0999692326154896,11.29,275.54,259.080047607422,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-2.19756648392109,0.124531153146509
15020002,9386500,0.508656286030527,10.02,293.41,320.338928222656,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,0.0346286040865402,0.233018005398124
15040005,9445500,0.51474189354749,15.08,402.28,407.887919499324,1780.57,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.0589846698211322,0.398209553576832
15060102,9490800,0.631712000561512,8.33,589.89,401.943511962891,2558.24,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.539568355710705,0.637084211583218
15040006,9457000,0.00724983457355909,15.67,242.53,339.886327420748,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.91950038547975,0.00436095746466608
15040006,9457000,0.00396129954672821,15.46,357.86,339.886327420748,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-5.52721397290987,0.00638388525609308
15040006,9457000,0.00807541276605149,16.21,425.83,400.843322753906,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.81082309912042,0.00661800661108873
15040006,9457000,0.00994659062850184,15.98,330.28,293.545532226562,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.60052904848293,0.00239988420517095
15040006,9457000,0.0019144467954131,15.46,260.78,274.940887451172,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-6.25641029607222,0.0028042972239118
15080301,9537500,0.086997304486881,16.19,450.18,388.422000356821,1194.67,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-2.35086169769466,0.0504048140118573
