"HUC8","Site_Num","Long","Lat","Year","BFI","Temp_C","Precip_MM","AET_MM","Elevation_M","AREA_KM2","SLOPE_DEGREES","SOIL_A_PERCENT","SOIL_B_PERCENT","SOIL_C_PERCENT","SOIL_D_PERCENT","SOIL_A_D_PERCENT","SOIL_B_D_PERCENT","SOIL_C_D_PERCENT","LC_UNCLASSIFIED_PERCENT","LC_OPEN_WATER_PERCENT","LC_DEVELOPED_OPEN_SPACE_PERCENT","LC_DEVELOPED_LOW_INTENSITY_PERCENT","LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT","LC_DEVELOPED_HIGH_INTENSITY_PERCENT","LC_BARREN_LAND_PERCENT","LC_DECIDUOUS_FOREST_PERCENT","LC_EVERGREEN_FOREST_PERCENT","LC_MIXED_FOREST_PERCENT","LC_SHRUB_PERCENT","LC_HERBACEOUS_PERCENT","LC_HAY_PASTURE_PERCENT","LC_CULTIVATED_CROPS_PERCENT","LC_WOODY_WETLANDS_PERCENT","LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT","KARST_PERCENT","IGNEOUS_INTRUSIVE_PERCENT","SEDIMENTARY_CLASTIC_PERCENT","METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","METAMORPHIC_SCHIST_PERCENT","SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_VOLCANIC_PERCENT","METAMORPHIC_UNDIFFERENTIATED_PERCENT","UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT","IGNEOUS_UNDIFFERENTIATED_PERCENT","METAMORPHIC_GNEISS_PERCENT","METAMORPHIC_VOLCANIC_PERCENT","METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT","ASPECT_FLAT_PERCENT","ASPECT_NORTH_PERCENT","ASPECT_SOUTH_PERCENT","BFI.log","Predicted_BFI"
15020010,9398000,-110.5289306,34.92438889,1969,0.154895687476338,10.03,453.41,444.692443847656,1496.46,2123.643,4.7055,0.0319,0.7447,0.09,0.521,0,5e-04,2e-04,0,7e-04,0.0123,0.001,5e-04,1e-04,0.0025,0,0.3953,0,0.4489,0.137,0,0,0.0014,3e-04,0.9547,0,0.1167,0,0,0,0.8738,0,0,0.0095,0,0,0,0,9e-04,0.6474,0.3517,-1.69670816017159,0.291996418233026
15020014,9400583,-110.4623546,35.5775087,2001,0.00152818238130372,12.27,163.36,182.366912841797,1662.04,2432.4927,3.2347,0.6459,0.3397,0.2167,0.2719,0,0,0,0,0,0.0047,0.0016,4e-04,0,5e-04,0,0.0378,0,0.8127,0.1393,0,0,0.001,0.0019,0.1957,0,0.752,0,0,0,0.0909,0.1151,0,0.0419,0,0,0,0,0.0014,0.4908,0.5077,-6.48214688462565,0.000500719455718891
15020014,9400583,-110.4623546,35.5775087,2003,0.00131293624195615,12.6,148.77,190.534271240234,1662.04,2432.4927,3.2347,0.6459,0.3397,0.2167,0.2719,0,0,0,0,0,0.0047,0.0016,4e-04,0,5e-04,0,0.0378,0,0.8127,0.1393,0,0,0.001,0.0019,0.1957,0,0.752,0,0,0,0.0909,0.1151,0,0.0419,0,0,0,0,0.0014,0.4908,0.5077,-6.63417544500114,0.000537349103850282
15020008,9397000,-110.1631768,34.8978039,1954,0.0699791922065267,12.12,302.88,299.529247342623,1545.1,6539.4369,3.0093,0.0668,0.1878,0.3802,0.7532,0,0.0026,3e-04,0,7e-04,0.0066,0.0031,0.0021,3e-04,0.02,0,0.1577,0,0.5159,0.2782,3e-04,0,0.0117,0.0032,0.7797,0,0.4534,0,0,0,0.3547,0.0575,0,0.1344,0,0,0,0,0.0155,0.6207,0.3638,-2.58700901620039,0.0893613727876245
15020008,9397000,-110.1631768,34.8978039,1955,0.185174760953846,10.9,285.64,299.529247342623,1545.1,6539.4369,3.0093,0.0668,0.1878,0.3802,0.7532,0,0.0026,3e-04,0,7e-04,0.0066,0.0031,0.0021,3e-04,0.02,0,0.1577,0,0.5159,0.2782,3e-04,0,0.0117,0.0032,0.7797,0,0.4534,0,0,0,0.3547,0.0575,0,0.1344,0,0,0,0,0.0155,0.6207,0.3638,-1.48167362665083,0.112627523046904
15020008,9397000,-110.1631768,34.8978039,1969,0.0847005326282337,11.41,324.03,331.32861328125,1545.1,6539.4369,3.0093,0.0668,0.1878,0.3802,0.7532,0,0.0026,3e-04,0,7e-04,0.0066,0.0031,0.0021,3e-04,0.02,0,0.1577,0,0.5159,0.2782,3e-04,0,0.0117,0.0032,0.7797,0,0.4534,0,0,0,0.3547,0.0575,0,0.1344,0,0,0,0,0.0155,0.6207,0.3638,-2.38012940842686,0.0810216300658337
15020008,9397000,-110.1631768,34.8978039,1971,0.0600869828743002,10.77,308.41,264.602508544922,1545.1,6539.4369,3.0093,0.0668,0.1878,0.3802,0.7532,0,0.0026,3e-04,0,7e-04,0.0066,0.0031,0.0021,3e-04,0.02,0,0.1577,0,0.5159,0.2782,3e-04,0,0.0117,0.0032,0.7797,0,0.4534,0,0,0,0.3547,0.0575,0,0.1344,0,0,0,0,0.0155,0.6207,0.3638,-2.74999410903766,0.0735853302619024
15020002,9394500,-110.0442837,34.7828076,1936,0.178035087697218,11.3,364.14,292.527169095553,1573.57,4188.5545,2.6619,0.0796,0.3618,0.3133,0.5331,0,0,0,0,3e-04,0.0083,0.0044,0.0017,2e-04,0.011,1e-04,0.0758,0,0.7368,0.1573,4e-04,0,0.0018,0.0019,0.9774,0,0.708,0,0,0,0.0151,0.2129,0,0.064,0,0,0,0,0.003,0.6007,0.3962,-1.52971705562148,0.146831358783544
15020002,9394500,-110.0442837,34.7828076,1947,0.12672515853383,10.77,303.79,292.527169095553,1573.57,4188.5545,2.6619,0.0796,0.3618,0.3133,0.5331,0,0,0,0,3e-04,0.0083,0.0044,0.0017,2e-04,0.011,1e-04,0.0758,0,0.7368,0.1573,4e-04,0,0.0018,0.0019,0.9774,0,0.708,0,0,0,0.0151,0.2129,0,0.064,0,0,0,0,0.003,0.6007,0.3962,-1.93022969505929,0.168632282475479
15020002,9394500,-110.0442837,34.7828076,1960,0.287713487749065,10.71,236.71,221.438751220703,1573.57,4188.5545,2.6619,0.0796,0.3618,0.3133,0.5331,0,0,0,0,3e-04,0.0083,0.0044,0.0017,2e-04,0.011,1e-04,0.0758,0,0.7368,0.1573,4e-04,0,0.0018,0.0019,0.9774,0,0.708,0,0,0,0.0151,0.2129,0,0.064,0,0,0,0,0.003,0.6007,0.3962,-0.906515084560354,0.274329313145089
15020002,9394500,-110.0442837,34.7828076,1978,0.0892451460544738,11.35,447.47,320.099945068359,1573.57,4188.5545,2.6619,0.0796,0.3618,0.3133,0.5331,0,0,0,0,3e-04,0.0083,0.0044,0.0017,2e-04,0.011,1e-04,0.0758,0,0.7368,0.1573,4e-04,0,0.0018,0.0019,0.9774,0,0.708,0,0,0,0.0151,0.2129,0,0.064,0,0,0,0,0.003,0.6007,0.3962,-2.3228867322515,0.209140054246753
