"","HUC8","Long","Lat","meanBFI"
"1","15010004",-113.008429086,35.7292664450001,0.476743609609142
"2","15010004",-113.007841724,35.758614413,0.512276537224634
"3","15010004",-113.006524369,35.726335959,0.476743609609142
"4","15010004",-113.006053888,35.762673045,0.505366245516839
"5","15010004",-113.004198994,35.718260725,0.476743609609142
"6","15010004",-112.999772927,35.717091683,0.505366245516839
"7","15010004",-112.999571443,35.698276107,0.442053662801329
"8","15010004",-112.999336656,35.756516516,0.450178159267603
"9","15010004",-112.999089135,35.7697933260001,0.505366245516839
"10","15010004",-112.998759723,35.7961894790001,0.505366245516839
"11","15010004",-112.998603201,35.691701193,0.476743609609142
"12","15010004",-112.998382732,35.8000300620001,0.450178159267603
"13","15010004",-112.998378489,35.7244410110001,0.505366245516839
"14","15010004",-112.997691609,35.8082514050001,0.450178159267603
"15","15010004",-112.99715835,35.7431741090001,0.450178159267603
"16","15010004",-112.996643421,35.6661954740001,0.442053662801329
"17","15010004",-112.996317535,35.783010494,0.450178159267603
"18","15010004",-112.995089122,35.7121500750001,0.505366245516839
"19","15010004",-112.994175643,35.706561315,0.476743609609142
"20","15010004",-112.994151675,35.8119372740001,0.446396840247372
"21","15010004",-112.993031869,35.78817518,0.446396840247372
"22","15010004",-112.992844466,35.740510874,0.437139182826506
"23","15010004",-112.991169021,35.755499034,0.437139182826506
"24","15010004",-112.989968956,35.6986382950001,0.450178159267603
"25","15010004",-112.989777744,35.7534118,0.437139182826506
"26","15010004",-112.989747482,35.791730412,0.446396840247372
"27","15010004",-112.989737148,35.800568174,0.446396840247372
"28","15010004",-112.989056062,35.6611251680001,0.442053662801329
"29","15010004",-112.988683837,35.8293550290001,0.446396840247372
"30","15010004",-112.988246304,35.790836348,0.446396840247372
"31","15010004",-112.987657034,35.738104681,0.437139182826506
"32","15010004",-112.987651977,35.853931962,0.437139182826506
"33","15010004",-112.986889877,35.792478406,0.446396840247372
"34","15010004",-112.986510944,35.7297162940001,0.437139182826506
"35","15010004",-112.986282648,35.7678544440001,0.450178159267603
"36","15010004",-112.985381546,35.844605103,0.437139182826506
"37","15010004",-112.985144188,35.8251702090001,0.450178159267603
"38","15010004",-112.985138084,35.8682468120001,0.410956362099551
"39","15010004",-112.984914545,35.715109951,0.446396840247372
"40","15010004",-112.984637225,35.863705124,0.437139182826506
"41","15010004",-112.984614616,35.8815933000001,0.437139182826506
"42","15010004",-112.98431408,35.698103001,0.450178159267603
"43","15010004",-112.983331857,35.848660389,0.437139182826506
"44","15010004",-112.983208798,35.814676149,0.437139182826506
"45","15010004",-112.983182608,35.819232196,0.437139182826506
"46","15010004",-112.982392569,35.773962931,0.437139182826506
"47","15010004",-112.982267798,35.6445916810001,0.512276537224634
"48","15010004",-112.98209534,35.7482294060001,0.437139182826506
"49","15010004",-112.981476115,35.860816534,0.437139182826506
"50","15010004",-112.981343619,35.722492177,0.437139182826506
"51","15010004",-112.981136335,35.870727279,0.407227440022171
"52","15010004",-112.980795934,35.668244009,0.505366245516839
"53","15010004",-112.980486842,35.844014411,0.437139182826506
"54","15010004",-112.980272097,35.875152584,0.407227440022171
"55","15010004",-112.980025984,35.8373661800001,0.437139182826506
"56","15010004",-112.979669572,35.737917784,0.410956362099551
"57","15010004",-112.979505306,35.656509978,0.476743609609142
"58","15010004",-112.978103703,35.822880066,0.437139182826506
"59","15010004",-112.977697871,35.649121816,0.505366245516839
"60","15010004",-112.977343576,35.689414291,0.505366245516839
"61","15010004",-112.975170657,35.8019413120001,0.410956362099551
"62","15010004",-112.974995168,35.8319336980001,0.437139182826506
"63","15010004",-112.974914358,35.676021507,0.450178159267603
"64","15010004",-112.974765219,35.791068409,0.437139182826506
"65","15010004",-112.974519569,35.852272966,0.412026909780326
"66","15010004",-112.974471527,35.826624429,0.437139182826506
"67","15010004",-112.974288511,35.7296386740001,0.437139182826506
"68","15010004",-112.973503802,35.815925201,0.407227440022171
"69","15010004",-112.973323446,35.852214927,0.412026909780326
"70","15010004",-112.97330722,35.877847285,0.412026909780326
"71","15010004",-112.973181904,35.8063591550001,0.407227440022171
"72","15010004",-112.972912146,35.698705982,0.450178159267603
"73","15010004",-112.972534407,35.7955509920001,0.437139182826506
"74","15010004",-112.972385154,35.6857601660001,0.450178159267603
"75","15010004",-112.971985158,35.8560828280001,0.412026909780326
"76","15010004",-112.971725331,35.737325986,0.407227440022171
"77","15010004",-112.97152994,35.772692652,0.410956362099551
"78","15010004",-112.97151621,35.737291773,0.407227440022171
"79","15010004",-112.970657437,35.648516547,0.450178159267603
"80","15010004",-112.970132205,35.7331668670001,0.410956362099551
"81","15010004",-112.969599227,35.7823352870001,0.407227440022171
