"","HUC8","Long","Lat","meanBFI"
"1","15050203",-110.928595467,32.7888556710001,0.0738461907838148
"2","15050203",-110.928450325,32.7485461630001,0.189788370640295
"3","15050203",-110.92611236,32.7922812300001,0.0738461907838148
"4","15050203",-110.925437821,32.797790932,0.0975000667370405
"5","15050203",-110.922003542,32.7985730610001,0.0850220234166015
"6","15050203",-110.921803557,32.7987003260001,0.0850220234166015
"7","15050203",-110.920132359,32.8111594370001,0.302084116576386
"8","15050203",-110.919192903,32.8005549000001,0.0835469200480761
"9","15050203",-110.917537038,32.7681810760001,0.0850220234166015
"10","15050203",-110.915575704,32.732495111,0.302084116576386
"11","15050203",-110.913873956,32.8006857500001,0.157585947978829
"12","15050203",-110.913121952,32.800671333,0.216689007394501
"13","15050203",-110.912641369,32.7797800590001,0.0835469200480761
"14","15050203",-110.912481151,32.8110344610001,0.206516381618171
"15","15050203",-110.911957635,32.795016789,0.216689007394501
"16","15050203",-110.911642755,32.8118534120001,0.186412825135061
"17","15050203",-110.909990527,32.794058777,0.302084116576386
"18","15050203",-110.90897048,32.7930756980001,0.302084116576386
"19","15050203",-110.90834948,32.7937017240001,0.302084116576386
"20","15050203",-110.908225545,32.786108345,0.157585947978829
"21","15050203",-110.907783078,32.7373064000001,0.241543044628953
"22","15050203",-110.907182768,32.8326657430001,0.245764580603201
"23","15050203",-110.904720212,32.751003746,0.186412825135061
"24","15050203",-110.904302713,32.798922041,0.302084116576386
"25","15050203",-110.903826907,32.825431504,0.241693809805675
"26","15050203",-110.900096076,32.747957958,0.241543044628953
"27","15050203",-110.895812137,32.694632346,0.301464522378828
"28","15050203",-110.895779301,32.7618591620001,0.148536381708637
"29","15050203",-110.894354708,32.824030518,0.168318346010606
"30","15050203",-110.89106396,32.7201876580001,0.227446834805695
"31","15050203",-110.890085236,32.851091318,0.168318346010606
"32","15050203",-110.890030297,32.849368438,0.241124600219255
"33","15050203",-110.889245201,32.8527404870001,0.168318346010606
"34","15050203",-110.889003569,32.782702156,0.245764580603201
"35","15050203",-110.888823203,32.821841856,0.246470375149751
"36","15050203",-110.887444986,32.753294091,0.241124600219255
"37","15050203",-110.88613726,32.7516629520001,0.241124600219255
"38","15050203",-110.885827825,32.8929866,0.239411659069983
"39","15050203",-110.885625416,32.776302147,0.168318346010606
"40","15050203",-110.884154429,32.6981318950001,0.142558985116061
"41","15050203",-110.88265232,32.6862892930001,0.181484534352274
"42","15050203",-110.882209763,32.8016543860001,0.241024401933434
"43","15050203",-110.881861726,32.759695562,0.227446834805695
"44","15050203",-110.881557232,32.8367238970001,0.301464522378828
"45","15050203",-110.880872751,32.815318065,0.246470375149751
"46","15050203",-110.880811529,32.730054979,0.301464522378828
"47","15050203",-110.880807783,32.836073044,0.301464522378828
"48","15050203",-110.880684346,32.8987364860001,0.160976071206466
"49","15050203",-110.880676728,32.9030982640001,0.168318346010606
"50","15050203",-110.880553442,32.668645369,0.184855610168094
"51","15050203",-110.879797774,32.750621536,0.203031262302707
"52","15050203",-110.879529625,32.758373915,0.241024401933434
"53","15050203",-110.879277518,32.8587396720001,0.245764580603201
"54","15050203",-110.879038585,32.692276076,0.181484534352274
"55","15050203",-110.878551919,32.8477094140001,0.246470375149751
"56","15050203",-110.877995235,32.7582753240001,0.301464522378828
"57","15050203",-110.877120141,32.707646626,0.301464522378828
"58","15050203",-110.877059111,32.858124522,0.245764580603201
"59","15050203",-110.87692872,32.899458763,0.246470375149751
"60","15050203",-110.876724979,32.797949116,0.301464522378828
"61","15050203",-110.876512326,32.671876531,0.184855610168094
"62","15050203",-110.876485236,32.8231674900001,0.176893382962415
"63","15050203",-110.876277861,32.6721421780001,0.184855610168094
"64","15050203",-110.876252129,32.753283394,0.227446834805695
"65","15050203",-110.876235433,32.7393469830001,0.301464522378828
"66","15050203",-110.87576033,32.924993484,0.227446834805695
"67","15050203",-110.875650906,32.833219195,0.176893382962415
"68","15050203",-110.875646245,32.8595247750001,0.23980830637031
"69","15050203",-110.875534252,32.832834356,0.176893382962415
"70","15050203",-110.87531302,32.7986993690001,0.156703399554003
"71","15050203",-110.87511994,32.9001851990001,0.246470375149751
"72","15050203",-110.874875714,32.8997035080001,0.246470375149751
"73","15050203",-110.874455215,32.832854995,0.156703399554003
"74","15050203",-110.873830927,32.686389843,0.191390811914866
"75","15050203",-110.873565121,32.8171804720001,0.227446834805695
"76","15050203",-110.871544515,32.718271144,0.369306488307433
"77","15050203",-110.870986302,32.6760676270001,0.382252828444881
"78","15050203",-110.87089154,32.925021843,0.176893382962415
"79","15050203",-110.870786495,32.762386706,0.301464522378828
"80","15050203",-110.870419645,32.8505917630001,0.160976071206466
"81","15050203",-110.86999863,32.800810582,0.181484534352274
"82","15050203",-110.869507079,32.875025967,0.168318346010606
"83","15050203",-110.868818675,32.8302503570001,0.181484534352274
"84","15050203",-110.868575826,32.7917115330001,0.191864242253792
"85","15050203",-110.867528112,32.885538336,0.168318346010606
"86","15050203",-110.866350497,32.69426465,0.382252828444881
"87","15050203",-110.866342426,32.8873468940001,0.227000544596048
"88","15050203",-110.866327606,32.9381904910001,0.352804617303138
"89","15050203",-110.8658319,32.6783060760001,0.382252828444881
"90","15050203",-110.86487984,32.7347802080001,0.38206229334272
"91","15050203",-110.864830478,32.822977897,0.369306488307433
"92","15050203",-110.864803854,32.68309882,0.382252828444881
"93","15050203",-110.864669481,32.673750031,0.38206229334272
"94","15050203",-110.864559586,32.67428684,0.382252828444881
"95","15050203",-110.864470786,32.80175258,0.382252828444881
"96","15050203",-110.864063171,32.729946613,0.382252828444881
"97","15050203",-110.863864287,32.801134102,0.382252828444881
"98","15050203",-110.863470229,32.820252517,0.184855610168094
"99","15050203",-110.863349721,32.819898035,0.184855610168094
"100","15050203",-110.863089814,32.8009068580001,0.382252828444881
"101","15050203",-110.861925669,32.7592075480001,0.38206229334272
"102","15050203",-110.861315815,32.783141765,0.185428137915926
"103","15050203",-110.860868969,32.696024924,0.29068870910551
"104","15050203",-110.859734657,32.7530057050001,0.382252828444881
"105","15050203",-110.859402774,32.8220156560001,0.382252828444881
"106","15050203",-110.859367456,32.8627708330001,0.246470375149751
"107","15050203",-110.858198242,32.6973711090001,0.271065065440901
"108","15050203",-110.858175431,32.783713031,0.181484534352274
"109","15050203",-110.857561888,32.753743467,0.382252828444881
"110","15050203",-110.857255178,32.810001835,0.191390811914866
"111","15050203",-110.85724143,32.7155921780001,0.271065065440901
"112","15050203",-110.856965675,32.7535309360001,0.382252828444881
"113","15050203",-110.856724268,32.906182916,0.184855610168094
"114","15050203",-110.856416679,32.691036104,0.271065065440901
"115","15050203",-110.855843659,32.868262186,0.203031262302707
"116","15050203",-110.855239702,32.7989120500001,0.271065065440901
"117","15050203",-110.855186003,32.6923373820001,0.271065065440901
"118","15050203",-110.855151305,32.708643861,0.271065065440901
"119","15050203",-110.855004538,32.878654576,0.301464522378828
"120","15050203",-110.854945542,32.784358002,0.191390811914866
"121","15050203",-110.854889722,32.7347208100001,0.271065065440901
"122","15050203",-110.853424231,32.829965352,0.382252828444881
"123","15050203",-110.852955651,32.829988901,0.382252828444881
"124","15050203",-110.852470386,32.6989618480001,0.271065065440901
"125","15050203",-110.852400737,32.6995092500001,0.271065065440901
"126","15050203",-110.852313849,32.7285642200001,0.271065065440901
"127","15050203",-110.851930115,32.9014577560001,0.382252828444881
"128","15050203",-110.851909131,32.7281950020001,0.271065065440901
"129","15050203",-110.851514578,32.7992436320001,0.271065065440901
"130","15050203",-110.85131461,32.822181997,0.271065065440901
"131","15050203",-110.851256245,32.785811279,0.382252828444881
"132","15050203",-110.851045259,32.7356464320001,0.271065065440901
"133","15050203",-110.850824806,32.6995902670001,0.271065065440901
"134","15050203",-110.849922872,32.8291472610001,0.271065065440901
"135","15050203",-110.849870644,32.734347411,0.271065065440901
"136","15050203",-110.849806525,32.695855582,0.271065065440901
"137","15050203",-110.848918158,32.7281897180001,0.269290681625913
"138","15050203",-110.848715911,32.76152555,0.271065065440901
"139","15050203",-110.848703829,32.7282166200001,0.269290681625913
"140","15050203",-110.848634903,32.72820245,0.269290681625913
"141","15050203",-110.848566086,32.799461727,0.269290681625913
"142","15050203",-110.847652642,32.8125423120001,0.382252828444881
"143","15050203",-110.847592567,32.761576286,0.271065065440901
"144","15050203",-110.847455984,32.880581539,0.191864242253792
"145","15050203",-110.847452063,32.7473243660001,0.271065065440901
"146","15050203",-110.847439378,32.7546438410001,0.271065065440901
"147","15050203",-110.846222521,32.694562884,0.271065065440901
"148","15050203",-110.8461333,32.864451299,0.185428137915926
"149","15050203",-110.846096834,32.6437741940001,0.246470375149751
"150","15050203",-110.846063135,32.694501587,0.271065065440901
"151","15050203",-110.84604493,32.694935925,0.271065065440901
"152","15050203",-110.845685346,32.700316102,0.269290681625913
"153","15050203",-110.845652753,32.692364549,0.271065065440901
"154","15050203",-110.845508148,32.850829828,0.185428137915926
"155","15050203",-110.845349602,32.698934813,0.269290681625913
"156","15050203",-110.845302661,32.7667284340001,0.271065065440901
"157","15050203",-110.845198558,32.7618905100001,0.269290681625913
"158","15050203",-110.844869652,32.762540233,0.269290681625913
"159","15050203",-110.844774252,32.6919653260001,0.271065065440901
"160","15050203",-110.844688228,32.824457995,0.269290681625913
"161","15050203",-110.844513622,32.6916842270001,0.271065065440901
"162","15050203",-110.844449199,32.842667277,0.184855610168094
