"HUC8","Site_Num","Long","Lat","Year","BFI","Temp_C","Precip_MM","AET_MM","Elevation_M","AREA_KM2","SLOPE_DEGREES","SOIL_A_PERCENT","SOIL_B_PERCENT","SOIL_C_PERCENT","SOIL_D_PERCENT","SOIL_A_D_PERCENT","SOIL_B_D_PERCENT","SOIL_C_D_PERCENT","LC_UNCLASSIFIED_PERCENT","LC_OPEN_WATER_PERCENT","LC_DEVELOPED_OPEN_SPACE_PERCENT","LC_DEVELOPED_LOW_INTENSITY_PERCENT","LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT","LC_DEVELOPED_HIGH_INTENSITY_PERCENT","LC_BARREN_LAND_PERCENT","LC_DECIDUOUS_FOREST_PERCENT","LC_EVERGREEN_FOREST_PERCENT","LC_MIXED_FOREST_PERCENT","LC_SHRUB_PERCENT","LC_HERBACEOUS_PERCENT","LC_HAY_PASTURE_PERCENT","LC_CULTIVATED_CROPS_PERCENT","LC_WOODY_WETLANDS_PERCENT","LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT","KARST_PERCENT","IGNEOUS_INTRUSIVE_PERCENT","SEDIMENTARY_CLASTIC_PERCENT","METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","METAMORPHIC_SCHIST_PERCENT","SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_VOLCANIC_PERCENT","METAMORPHIC_UNDIFFERENTIATED_PERCENT","UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT","IGNEOUS_UNDIFFERENTIATED_PERCENT","METAMORPHIC_GNEISS_PERCENT","METAMORPHIC_VOLCANIC_PERCENT","METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT","ASPECT_FLAT_PERCENT","ASPECT_NORTH_PERCENT","ASPECT_SOUTH_PERCENT"
15010005,9404222,-113.65535,35.7999,2009,0.868393278479207,17.22,136.81,151.462295532227,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2010,0.838967889224634,16.79,322.9,232.198760986328,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2011,0.856034181513346,16.37,190.15,170.636749267578,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2012,0.80731930164164,17.75,205.16,327.196960449219,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2013,0.797411339468517,16.76,190.7,192.590042114258,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2014,0.664818772357262,17.96,184.13,176.714660644531,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2015,0.489775427757402,17.83,247.73,285.279510498047,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2016,0.76762834071434,17.82,300.96,216.844345092773,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2017,0.536274065605289,18.11,197.53,175.169296264648,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2018,0.576757851803363,18.05,200.96,218.062164306641,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2019,0.813169498413932,16.56,303.28,320.041229248047,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2020,0.871091566687235,18.21,89.31,123.402709960938,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2021,0.770796560877763,18.07,165.61,213.618133544922,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2022,0.405902405409198,17.53,177.19,219.774459838867,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010005,9404222,-113.65535,35.7999,2023,0.687216179150364,16.86,214.38,224.914108276367,507.55,4373.3152,14.025,0.1636,0.0202,0.0746,1.0521,0,0,0,0,0.0284,0.0031,0.001,2e-04,0,0.0415,0,0.1249,0,0.7707,0.0225,0,0,0.0056,0.002,0.5928,0.0512,0.1332,0,0,0,0.526,0.0789,0.06,0.1065,0,0,0,0,0.0218,0.5553,0.4222
15010002,9404208,-113.3682663,35.76498839,1994,0.808208090607549,13.47,284.19,299.234161376953,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,1995,0.665286434373123,13.76,376.2,343.1904296875,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,1996,0.660167494517077,14.33,250.4,265.051086425781,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,1997,0.834162991076503,13.57,339.75,361.883483886719,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,1998,0.809957930828758,12.61,456.8,409.396026611328,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,1999,0.485517946745567,13.84,257.14,276.807952880859,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2000,0.566763850716936,14.29,297.5,261.723175048828,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2001,0.761445671508282,14.08,275.29,249.988327026367,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2002,0.799274666622185,14.03,168.4,174.408752441406,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2003,0.509978424146296,14.42,288.91,269.597564697266,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2004,0.676443471483181,13.57,433.68,406.4150390625,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2005,0.524463150674972,13.79,407.97,312.568450927734,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2006,0.424787308397457,13.74,269.95,221.417953491211,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2007,0.794100700531961,14.29,257.79,247.980224609375,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2008,0.714866201894796,13.42,301.75,270.755096435547,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2009,0.741291960298667,13.62,187.34,189.854537963867,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2010,0.496428482763834,13.28,434.76,332.737182617188,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2011,0.779598827166873,12.96,254.06,251.616012573242,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2012,0.750019294847726,14.44,280.45,365.419555664062,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2013,0.58892437423074,13.38,320.34,274.968933105469,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2014,0.639779447257795,14.62,238.06,249.77717590332,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2015,0.529290943350546,14.21,397.32,392.667938232422,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2016,0.361622289032986,14.3,387.52,287.543487548828,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2017,0.759051990610821,14.73,275.54,234.186294555664,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2018,0.641929565273302,14.6,273.73,280.073883056641,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2019,0.706810710045541,13.03,394.79,384.200714111328,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2020,0.634899037340108,14.88,130.68,157.594390869141,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2021,0.574452073450871,14.53,270.57,321.373077392578,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2022,0.235748641552533,13.76,266.38,321.638397216797,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404208,-113.3682663,35.76498839,2023,0.683183375773781,13.15,342.28,266.007843017578,426.52,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404200,-113.363544,35.7735994,1990,0.561344491914063,12.99,346.01,321.764770507812,408.54,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
15010002,9404200,-113.363544,35.7735994,1991,0.605554277011711,12.73,328.98,324.109558105469,408.54,6607.564,17.1364,0.0113,0.0812,0.1158,1.1337,0,0,0,0,0.0023,7e-04,1e-04,0,0,0.0832,0,0.2535,0,0.65,0.0099,0,0,2e-04,1e-04,0.9222,0.0074,0.0534,0,0,0,0.8326,0.0795,0.0077,0.0128,0,0,0.0019,0,4e-04,0.4955,0.5041
