Longitude,Latitude,Elev_m
-114.577950999999999,32.727702239999999,39.7059288
-114.579620610000006,32.727457559999998,40.4081497
-114.594523240000001,32.726036929999999,37.2555695
-114.594136489999997,32.726948460000003,35.7579994
-114.557432550000001,32.718847140000001,39.0765839
-114.779230049999995,32.631553980000000,29.1184845
-114.679526769999995,32.729258270000003,39.3616524
-114.707896739999995,32.727511649999997,38.3694763
-114.635789050000000,32.715992690000000,41.1632652
-114.637068769999999,32.715007120000003,41.7184410
-114.637762150000000,32.713740190000003,40.5312500
-114.663891090000007,32.676696990000003,36.7173347
-114.713374040000005,32.675246209999997,37.4447708
-114.711764950000003,32.638718240000003,31.2262077
-114.521409610000006,33.216874689999997,325.8478394
-114.461829309999999,33.094110999999998,182.2452087
-114.388932170000004,33.055770760000001,166.8948517
-114.510603939999996,33.023081259999998,57.2299995
-114.605987780000007,33.026320660000003,60.8604088
-114.487107109999997,33.021467620000003,67.8957596
-114.364669370000001,32.957317500000002,156.9369812
-113.474570029999995,33.118510219999997,238.4076385
-113.864165929999999,33.094595269999999,245.9633942
-113.355060030000004,33.053936229999998,183.1056976
-113.149706399999999,32.998413679999999,152.9136353
-113.784081009999994,32.968081720000001,166.6389313
-113.902275570000000,32.708656329999997,101.1781387
-112.340826559999996,32.767252300000003,650.0559082
-112.362615689999998,32.677577970000002,821.8421631
-112.664067290000006,33.212079029999998,260.7604370
-112.760076960000006,33.197811940000001,223.1479950
-112.348224529999996,33.193219069999998,357.1195374
-112.527269910000001,33.142266669999998,413.4230042
-112.940060070000001,33.128084190000003,310.7680054
-112.464986319999994,33.121370749999997,427.3580627
-112.640188100000003,33.098120010000002,257.6420898
-112.836349119999994,33.089291109999998,238.5231781
-112.487594999999999,33.080746949999998,562.2348633
-112.306754810000001,33.071464589999998,398.7258301
-112.351644910000005,33.002810810000000,460.2523499
-112.971380289999999,32.997013170000002,189.0603638
-112.597480210000001,33.002803170000000,292.9330750
-112.757788550000001,32.973018070000002,200.7521057
-112.499508190000000,32.910678810000000,414.4635010
-112.519517620000002,32.896631270000000,402.4910889
-112.656566630000000,32.878740600000000,278.0266418
-112.593474689999994,32.636038759999998,524.9708252
-112.908267699999996,32.714743069999997,286.6243591
-112.818782690000006,32.644524390000001,383.5778809
-112.773382639999994,32.633829849999998,442.2562866
-112.905429909999995,32.613182750000000,328.7326355
-111.644458560000004,33.079614849999999,399.3855896
-112.086916939999995,33.105223350000003,342.0247803
-112.085016440000004,33.100262160000000,342.9161682
-112.019893470000000,33.030114779999998,364.2608643
-111.812822519999997,33.061366300000003,421.1155701
-112.090578719999996,33.051175250000000,358.7230225
-112.272157120000003,32.896589579999997,501.7749939
-112.282112260000005,32.870346470000001,518.8424072
-112.250114510000003,32.857654050000001,518.0404663
-112.294856519999996,32.858046039999998,530.9547729
-112.258553269999993,32.841209720000002,529.3751221
-112.210731839999994,32.840945419999997,551.0576782
-112.281674830000000,32.805279740000003,567.9067993
-112.235943860000006,32.687995950000001,620.1801758
-112.255225370000005,32.672614520000003,637.2094727
-111.877294350000000,32.620952600000003,465.9439697
-111.860754779999994,32.616207320000001,466.7917786
